66 33 83 ; 230 2 187 ; 138 118 67 ; 39 196 145 ; 251 55 20 ; 
159 240 160 ; 133 13 30 ; 169 220 190 ; 154 249 15 ; 176 114 355 ; 
40 125 254 ; 186 149 393 ; 163 57 194 ; 177 184 333 ; 15 191 365 ; 
0 99 276 ; 13 246 155 ; 233 96 344 ; 226 171 38 ; 85 46 328 ; 
210 148 392 ; 103 134 460 ; 160 236 242 ; 89 62 249 ; 24 219 279 ; 
123 151 354 ; 113 242 182 ; 209 211 0 ; 125 93 221 ; 171 129 384 ; 
64 85 481 ; 198 82 271 ; 178 8 174 ; 240 98 123 ; 204 109 152 ; 
99 135 8 ; 86 162 499 ; 41 202 361 ; 134 219 134 ; 7 207 131 ; 
92 24 263 ; 174 51 431 ; 183 182 233 ; 25 217 159 ; 134 85 100 ; 
13 233 68 ; 175 248 191 ; 121 121 329 ; 85 204 474 ; 36 155 16 ; 
61 22 487 ; 112 209 76 ; 38 82 446 ; 255 134 341 ; 84 170 10 ; 
61 154 436 ; 54 237 474 ; 175 151 453 ; 123 105 283 ; 23 194 480 ; 
45 33 280 ; 255 221 17 ; 81 72 462 ; 215 105 140 ; 129 164 324 ; 
27 100 16 ; 9 50 78 ; 160 176 156 ; 9 167 167 ; 203 243 43 ; 
237 99 470 ; 202 17 7 ; 18 47 142 ; 124 115 404 ; 32 183 7 ; 
132 80 349 ; 183 38 52 ; 103 50 457 ; 14 237 97 ; 1 36 95 ; 
100 114 318 ; 117 238 107 ; 164 104 390 ; 24 52 260 ; 207 216 116 ; 
31 253 264 ; 69 61 345 ; 119 135 332 ; 101 112 31 ; 137 99 77 ; 
252 34 246 ; 234 205 22 ; 82 67 424 ; 135 204 412 ; 95 208 480 ; 
92 245 452 ; 153 158 195 ; 32 254 437 ; 145 197 388 ; 244 154 13 ; 
22 112 59 ; 228 170 495 ; 39 90 329 ; 243 175 55 ; 196 27 430 ; 
185 87 109 ; 87 179 293 ; 85 84 387 ; 26 108 199 ; 180 234 476 ; 
36 241 17 ; 206 244 435 ; 41 225 43 ; 216 32 83 ; 243 231 314 ; 
75 12 354 ; 254 142 467 ; 82 169 202 ; 190 228 391 ; 168 177 417 ; 
153 114 209 ; 141 73 161 ; 110 5 0 ; 143 232 1 ; 118 190 77 ; 
130 89 60 ; 16 172 255 ; 185 87 209 ; 158 86 359 ; 79 112 446 ; 
193 61 482 ; 10 47 28 ; 15 239 281 ; 247 216 220 ; 182 153 251 ; 
15 77 157 ; 187 77 47 ; 18 74 420 ; 105 154 309 ; 217 168 471 ; 
22 94 30 ; 69 174 3 ; 52 140 30 ; 12 216 301 ; 165 179 253 ; 
243 4 51 ; 64 215 198 ; 138 187 13 ; 36 89 404 ; 204 148 409 ; 
43 31 2 ; 217 106 188 ; 101 192 186 ; 61 38 290 ; 240 131 207 ; 
244 150 12 ; 204 184 267 ; 135 149 79 ; 224 133 158 ; 117 222 214 ; 
148 16 343 ; 254 89 230 ; 191 231 51 ; 229 169 145 ; 104 120 174 ; 
254 237 95 ; 182 84 415 ; 75 252 479 ; 209 46 263 ; 175 132 223 ; 
192 167 36 ; 25 245 380 ; 0 29 111 ; 169 170 110 ; 34 116 179 ; 
15 47 71 ; 99 223 41 ; 95 90 287 ; 141 93 322 ; 18 65 403 ; 
185 153 439 ; 175 134 283 ; 204 113 476 ; 118 27 352 ; 234 170 405 ; 
26 161 491 ; 249 150 178 ; 83 65 382 ; 177 55 33 ; 242 255 143 ; 
139 118 73 ; 17 173 370 ; 130 253 413 ; 157 77 105 ; 71 70 91 ; 
232 98 398 ; 126 140 472 ; 191 26 229 ; 247 8 148 ; 246 131 197 ; 
108 16 247 ; 25 86 187 ; 22 76 248 ; 99 13 339 ; 169 69 124 ; 
11 103 228 ; 152 163 128 ; 178 216 163 ; 186 96 174 ; 61 154 485 ; 
77 197 351 ; 164 124 359 ; 240 69 348 ; 253 144 442 ; 66 120 197 ; 
169 168 315 ; 76 193 342 ; 36 88 458 ; 133 174 193 ; 31 252 135 ; 
228 63 373 ; 97 239 34 ; 166 183 490 ; 54 150 154 ; 174 215 484 ; 
87 194 218 ; 24 185 460 ; 112 71 328 ; 30 136 405 ; 26 132 338 ; 
90 189 325 ; 73 67 465 ; 0 110 150 ; 150 136 424 ; 110 160 182 ; 
48 251 197 ; 233 255 400 ; 49 79 68 ; 185 196 68 ; 61 190 74 ; 
250 215 277 ; 62 213 323 ; 172 51 276 ; 52 56 484 ; 213 114 243 ; 
208 91 249 ; 207 155 169 ; 30 243 347 ; 227 187 92 ; 161 162 449 ; 
121 163 55 ; 78 254 429 ; 129 162 163 ; 185 70 395 ; 44 129 132 ; 
135 42 357 ; 35 4 289 ; 22 199 240 ; 210 187 38 ; 116 104 293 ; 
23 83 491 ; 21 57 308 ; 183 92 62 ; 253 44 403 ; 127 48 461 ; 
169 9 65 ; 173 178 116 ; 116 42 15 ; 47 192 330 ; 152 58 332 ; 
235 85 448 ; 36 233 103 ; 129 203 472 ; 173 46 331 ; 221 75 16 ; 
230 148 123 ; 152 101 401 ; 194 88 370 ; 130 98 231 ; 188 62 426 ; 
17 142 258 ; 250 245 430 ; 197 113 222 ; 244 164 3 ; 63 213 316 ; 
212 132 145 ; 57 221 347 ; 145 228 211 ; 244 95 181 ; 50 9 444 ; 
193 76 144 ; 182 122 126 ; 40 204 344 ; 204 160 418 ; 161 32 398 ; 
38 126 97 ; 3 193 433 ; 231 157 22 ; 70 58 232 ; 80 90 40 ; 
156 55 130 ; 22 37 303 ; 226 13 310 ; 130 187 474 ; 163 93 478 ; 
33 63 340 ; 226 244 386 ; 127 227 165 ; 186 99 401 ; 20 215 379 ; 
75 125 471 ; 112 229 491 ; 126 3 17 ; 57 73 272 ; 151 91 110 ; 
214 15 201 ; 202 233 486 ; 173 199 17 ; 16 140 356 ; 231 151 334 ; 
101 243 395 ; 74 234 34 ; 77 248 231 ; 150 232 477 ; 241 90 42 ; 
1 112 29 ; 234 166 183 ; 177 191 290 ; 61 88 75 ; 213 170 420 ; 
200 17 363 ; 178 196 240 ; 170 231 2 ; 146 136 459 ; 237 98 141 ; 
93 212 175 ; 3 27 104 ; 195 45 462 ; 27 237 416 ; 197 189 421 ; 
215 116 302 ; 155 145 438 ; 130 247 117 ; 10 171 59 ; 108 244 390 ; 
64 47 367 ; 92 107 44 ; 137 146 111 ; 118 106 382 ; 51 127 269 ; 
168 106 403 ; 57 28 30 ; 48 129 37 ; 219 145 7 ; 208 51 65 ; 
255 194 457 ; 107 174 362 ; 253 157 166 ; 103 80 307 ; 230 29 66 ; 
80 176 9 ; 109 26 353 ; 238 31 42 ; 127 166 375 ; 178 55 366 ; 
116 53 454 ; 34 115 370 ; 192 13 13 ; 16 48 402 ; 45 202 249 ; 
222 152 179 ; 248 13 348 ; 24 188 489 ; 190 155 275 ; 246 85 415 ; 
43 224 149 ; 158 106 346 ; 171 95 48 ; 219 81 72 ; 166 170 152 ; 
62 233 354 ; 75 121 136 ; 7 118 324 ; 162 98 12 ; 248 205 355 ; 
216 234 269 ; 66 124 212 ; 161 49 46 ; 242 165 289 ; 156 42 452 ; 
133 220 250 ; 255 108 44 ; 117 244 188 ; 215 149 75 ; 164 244 286 ; 
143 73 482 ; 11 201 322 ; 60 231 324 ; 226 176 205 ; 12 84 15 ; 
232 159 355 ; 84 39 256 ; 72 251 67 ; 221 215 277 ; 209 85 12 ; 
26 203 41 ; 227 25 308 ; 202 169 363 ; 122 218 256 ; 207 253 262 ; 
110 188 182 ; 149 0 370 ; 145 68 166 ; 104 253 42 ; 189 141 68 ; 
136 194 393 ; 161 134 344 ; 74 86 279 ; 36 98 98 ; 33 80 88 ; 
221 74 407 ; 221 44 101 ; 33 98 419 ; 30 224 48 ; 172 60 416 ; 
110 106 457 ; 245 178 357 ; 75 221 86 ; 173 211 320 ; 253 68 264 ; 
71 131 81 ; 115 49 330 ; 213 116 415 ; 181 72 109 ; 242 132 187 ; 
92 125 15 ; 14 254 486 ; 235 32 55 ; 191 140 290 ; 3 28 299 ; 
134 205 492 ; 183 91 403 ; 43 198 254 ; 115 83 211 ; 247 255 168 ; 
116 86 194 ; 114 28 34 ; 146 215 180 ; 30 221 116 ; 58 144 439 ; 
7 64 238 ; 98 55 420 ; 41 161 292 ; 124 224 271 ; 123 213 259 ; 
210 187 170 ; 238 254 167 ; 198 78 105 ; 163 138 424 ; 52 133 442 ; 
116 131 277 ; 172 8 8 ; 77 68 319 ; 46 171 124 ; 3 134 32 ; 
190 89 436 ; 188 160 350 ; 11 89 260 ; 149 165 222 ; 27 16 230 ; 
158 181 82 ; 166 97 270 ; 234 112 402 ; 150 168 232 ; 28 93 470 ; 
117 141 489 ; 21 143 131 ; 111 127 432 ; 20 54 275 ; 36 144 424 ; 
217 30 23 ; 59 32 310 ; 171 207 352 ; 84 203 147 ; 177 245 465 ; 
62 34 213 ; 205 13 415 ; 76 181 88 ; 130 104 339 ; 18 177 92 ; 
48 20 140 ; 81 22 114 ; 32 191 21 ; 235 82 180 ; 224 123 420 ; 
2 192 421 ; 15 123 175 ; 197 76 328 ; 45 139 345 ; 222 223 95 ; 
243 88 14 ; 9 170 182 ; 200 55 223 ; 26 111 39 ; 149 252 214 ; 
86 57 218 ; 209 181 392 ; 29 253 368 ; 169 146 429 ; 136 170 146 ; 
224 212 149 ; 138 46 312 ; 193 218 93 ; 49 165 50 ; 45 92 328 ; 
102 242 246 ; 27 139 368 ; 25 51 257 ; 171 160 355 ; 85 58 352 ; 
41 179 488 ; 88 31 109 ; 50 149 327 ; 215 211 165 ; 51 43 302 ; 
38 25 363 ; 177 93 417 ; 228 115 493 ; 132 166 418 ; 190 130 37 ; 
114 230 151 ; 145 43 68 ; 38 251 380 ; 249 140 106 ; 37 78 342 ; 
62 61 449 ; 156 146 499 ; 15 3 88 ; 181 141 84 ; 55 195 416 ; 
29 78 83 ; 73 2 85 ; 68 15 382 ; 208 77 125 ; 30 99 362 ; 
91 173 275 ; 237 28 110 ; 241 61 438 ; 126 65 165 ; 65 202 498 ; 
143 17 141 ; 146 202 82 ; 161 20 283 ; 238 133 423 ; 82 240 167 ; 
255 127 21 ; 27 77 144 ; 88 183 10 ; 154 48 111 ; 100 94 13 ; 
117 195 459 ; 63 70 98 ; 83 17 352 ; 217 33 101 ; 201 0 156 ; 
72 254 154 ; 150 86 101 ; 77 156 292 ; 126 211 21 ; 220 137 371 ; 
160 128 259 ; 230 6 268 ; 247 31 335 ; 24 216 194 ; 25 128 471 ; 
23 122 380 ; 109 115 49 ; 10 136 439 ; 221 245 136 ; 102 252 10 ; 
230 103 59 ; 237 71 423 ; 12 102 37 ; 228 216 332 ; 101 36 437 ; 
223 56 166 ; 83 149 245 ; 219 136 318 ; 208 201 396 ; 204 135 442 ; 
51 34 468 ; 122 93 287 ; 224 126 348 ; 184 151 4 ; 220 200 208 ; 
21 18 117 ; 170 115 237 ; 51 65 20 ; 252 26 407 ; 131 208 123 ; 
166 236 39 ; 3 239 414 ; 130 223 16 ; 25 219 32 ; 225 188 156 ; 
243 1 361 ; 102 38 378 ; 167 158 108 ; 193 241 491 ; 145 20 15 ; 
126 3 43 ; 109 37 485 ; 77 193 412 ; 40 61 214 ; 228 114 75 ; 
230 131 80 ; 12 169 99 ; 171 121 25 ; 156 125 381 ; 177 124 210 ; 
180 255 308 ; 218 40 494 ; 155 85 407 ; 217 3 396 ; 75 203 317 ; 
206 115 25 ; 119 15 491 ; 240 16 304 ; 109 185 483 ; 234 36 435 ; 
233 32 488 ; 18 154 181 ; 103 129 279 ; 106 182 150 ; 53 19 179 ; 
169 84 170 ; 184 124 336 ; 200 176 407 ; 130 143 344 ; 166 10 137 ; 
198 55 155 ; 96 24 441 ; 225 211 183 ; 151 41 442 ; 170 89 284 ; 
255 211 138 ; 123 28 83 ; 43 219 71 ; 186 139 275 ; 196 169 281 ; 
251 176 299 ; 19 161 137 ; 230 164 289 ; 16 14 367 ; 105 227 118 ; 
60 237 9 ; 88 160 268 ; 52 11 35 ; 191 62 170 ; 104 244 304 ; 
25 79 224 ; 186 113 420 ; 95 242 275 ; 109 85 218 ; 80 80 454 ; 
61 245 163 ; 221 153 163 ; 232 184 144 ; 39 2 364 ; 27 6 371 ; 
106 206 100 ; 219 146 261 ; 206 106 443 ; 35 40 182 ; 115 246 272 ; 
104 45 144 ; 1 160 142 ; 185 108 495 ; 187 108 128 ; 193 44 167 ; 
144 84 246 ; 34 149 164 ; 140 144 60 ; 180 235 74 ; 170 179 425 ; 
215 203 381 ; 120 33 153 ; 228 85 159 ; 81 113 284 ; 125 180 404 ; 
209 18 469 ; 102 218 205 ; 246 126 384 ; 225 240 280 ; 148 134 113 ; 
96 143 391 ; 129 0 427 ; 214 115 383 ; 71 160 403 ; 251 136 56 ; 
13 49 213 ; 232 107 122 ; 102 199 100 ; 87 175 387 ; 221 76 368 ; 
108 148 317 ; 108 179 377 ; 224 74 394 ; 128 197 13 ; 8 146 416 ; 
57 219 68 ; 164 246 417 ; 107 118 129 ; 27 237 264 ; 103 70 247 ; 
251 51 4 ; 174 128 268 ; 248 78 340 ; 190 243 84 ; 80 224 284 ; 
43 200 196 ; 33 189 438 ; 152 155 214 ; 133 223 114 ; 203 122 213 ; 
254 242 328 ; 126 214 352 ; 205 38 210 ; 192 87 139 ; 160 7 41 ; 
104 192 473 ; 38 178 0 ; 193 72 246 ; 160 74 162 ; 26 103 487 ; 
12 236 239 ; 226 108 85 ; 8 154 256 ; 95 193 293 ; 103 166 413 ; 
39 219 182 ; 217 60 370 ; 33 190 44 ; 108 216 37 ; 211 119 261 ; 
191 226 167 ; 43 76 407 ; 198 52 101 ; 135 233 442 ; 46 94 161 ; 
9 116 396 ; 69 243 195 ; 3 151 144 ; 219 253 162 ; 83 2 10 ; 
53 34 105 ; 129 77 129 ; 181 91 432 ; 158 113 78 ; 253 230 206 ; 
113 195 60 ; 100 198 261 ; 252 163 311 ; 249 161 306 ; 251 11 114 ; 
29 72 369 ; 107 69 162 ; 198 110 432 ; 55 92 433 ; 29 210 460 ; 
224 118 277 ; 167 36 66 ; 74 23 347 ; 235 13 15 ; 246 223 312 ; 
62 4 295 ; 132 95 485 ; 242 59 140 ; 78 204 214 ; 33 252 149 ; 
151 41 254 ; 187 200 483 ; 210 203 178 ; 224 202 484 ; 191 194 267 ; 
196 181 37 ; 35 198 251 ; 94 66 39 ; 42 132 185 ; 39 253 416 ; 
80 148 345 ; 24 11 476 ; 227 41 128 ; 173 145 258 ; 111 228 26 ; 
37 45 46 ; 235 180 38 ; 46 192 313 ; 178 189 359 ; 176 9 257 ; 
68 118 468 ; 79 123 325 ; 120 59 41 ; 9 205 465 ; 237 64 462 ; 
26 114 346 ; 206 104 263 ; 142 129 50 ; 76 248 496 ; 85 153 167 ; 
204 98 415 ; 71 123 143 ; 130 172 186 ; 79 193 222 ; 143 132 439 ; 
1 182 252 ; 105 13 402 ; 234 79 140 ; 226 192 155 ; 124 227 335 ; 
222 182 244 ; 89 205 432 ; 5 51 23 ; 199 17 349 ; 75 248 169 ; 
1 204 156 ; 14 186 210 ; 93 118 219 ; 29 193 294 ; 0 88 200 ; 
182 69 140 ; 131 253 286 ; 182 253 315 ; 199 126 269 ; 191 79 112 ; 
139 176 307 ; 69 18 52 ; 188 221 462 ; 125 147 235 ; 214 44 73 ; 
27 64 141 ; 24 51 356 ; 21 126 63 ; 148 207 246 ; 227 231 181 ; 
147 74 309 ; 165 174 232 ; 131 32 2 ; 22 240 462 ; 66 221 415 ; 
131 202 49 ; 182 110 312 ; 52 150 433 ; 4 116 490 ; 235 25 334 ; 
54 126 486 ; 228 111 101 ; 5 165 243 ; 245 151 482 ; 210 6 464 ; 
156 76 39 ; 11 172 346 ; 161 37 228 ; 21 180 148 ; 46 214 228 ; 
173 220 284 ; 28 118 122 ; 193 181 442 ; 88 119 411 ; 94 79 412 ; 
170 106 222 ; 87 8 483 ; 124 92 254 ; 48 229 395 ; 7 113 208 ; 
227 233 22 ; 89 151 351 ; 14 42 75 ; 133 193 48 ; 213 78 232 ; 
63 172 395 ; 72 167 85 ; 164 173 116 ; 137 84 125 ; 251 16 101 ; 
228 251 380 ; 124 146 300 ; 166 70 461 ; 103 186 460 ; 181 135 277 ; 
98 178 82 ; 9 135 414 ; 183 180 266 ; 11 93 70 ; 28 54 124 ; 
23 23 359 ; 169 219 59 ; 239 248 199 ; 170 36 73 ; 49 214 241 ; 
227 92 466 ; 106 34 324 ; 30 48 150 ; 123 227 197 ; 178 31 212 ; 
201 86 52 ; 164 113 295 ; 156 9 441 ; 193 70 416 ; 151 235 270 ; 
243 70 235 ; 22 2 58 ; 70 200 325 ; 41 69 151 ; 72 206 15 ; 
158 114 17 ; 16 46 390 ; 25 147 82 ; 95 231 258 ; 75 230 27 ; 
145 21 18 ; 147 40 166 ; 92 165 384 ; 161 64 438 ; 111 87 252 ; 
226 32 96 ; 16 178 183 ; 163 232 423 ; 138 187 368 ; 112 78 387 ; 
134 121 426 ; 174 151 303 ; 83 203 491 ; 147 69 195 ; 235 233 260 ; 
11 214 252 ; 190 97 74 ; 166 252 170 ; 97 176 185 ; 176 195 35 ; 
41 34 492 ; 192 17 142 ; 139 148 44 ; 208 115 227 ; 186 244 138 ; 
144 228 497 ; 241 182 173 ; 237 152 55 ; 157 29 77 ; 96 44 351 ; 
130 172 403 ; 148 178 104 ; 40 102 324 ; 156 109 95 ; 144 8 207 ; 
116 141 413 ; 42 30 309 ; 194 109 282 ; 223 99 403 ; 11 186 244 ; 
184 193 193 ; 106 241 379 ; 209 225 403 ; 62 92 312 ; 70 167 300 ; 
212 173 480 ; 242 66 456 ; 96 201 302 ; 195 60 40 ; 125 77 207 ; 
62 190 42 ; 47 177 186 ; 16 57 485 ; 108 233 334 ; 19 53 108 ; 
192 17 151 ; 3 97 107 ; 204 219 353 ; 8 23 445 ; 85 50 312 ; 
19 88 305 ; 197 55 327 ; 254 128 186 ; 231 154 206 ; 28 242 482 ; 
45 145 74 ; 142 4 394 ; 105 106 105 ; 128 47 341 ; 178 184 358 ; 
10 189 47 ; 65 1 159 ; 193 115 72 ; 91 246 338 ; 78 228 177 ; 
223 230 185 ; 228 169 46 ; 78 110 216 ; 125 0 497 ; 53 154 281 ; 
243 137 275 ; 244 140 373 ; 103 84 263 ; 93 26 280 ; 66 199 408 ; 
40 144 310 ; 209 134 433 ; 64 10 89 ; 64 247 131 ; 218 100 209 ; 
99 131 282 ; 240 173 361 ; 68 24 421 ; 95 68 353 ; 38 204 10 ; 
183 162 376 ; 61 88 377 ; 72 241 258 ; 63 217 126 ; 164 62 174 ; 
39 216 260 ; 212 102 284 ; 236 231 404 ; 49 208 192 ; 253 23 191 ; 
160 159 226 ; 248 80 185 ; 233 211 410 ; 194 149 470 ; 0 152 214 ; 
217 116 422 ; 63 180 369 ; 38 228 430 ; 247 89 218 ; 14 44 15 ; 
173 38 81 ; 254 215 77 ; 209 198 85 ; 102 252 398 ; 254 114 297 ; 
115 140 193 ; 39 206 18 ; 12 228 485 ; 101 230 368 ; 145 26 371 ; 
184 75 301 ; 143 28 90 ; 85 229 116 ; 82 151 137 ; 196 12 484 ; 
81 130 478 ; 31 208 233 ; 3 94 385 ; 233 18 337 ; 3 189 282 ; 
78 118 263 ; 106 220 359 ; 79 65 107 ; 231 118 212 ; 243 18 202 ; 
117 173 291 ; 70 186 400 ; 164 239 251 ; 182 48 274 ; 115 214 187 ; 
233 14 359 ; 197 253 165 ; 6 124 240 ; 125 81 315 ; 143 119 142 ; 
60 98 18 ; 247 158 135 ; 230 249 365 ; 23 87 193 ; 237 159 191 ; 
251 234 26 ; 249 131 55 ; 117 135 17 ; 198 219 379 ; 62 21 132 ; 
160 67 112 ; 63 231 148 ; 56 208 123 ; 144 94 478 ; 47 161 345 ; 
25 88 358 ; 156 247 282 ; 36 92 327 ; 255 200 100 ; 20 176 19 ; 
88 40 81 ; 63 221 281 ; 15 136 168 ; 109 26 197 ; 15 195 493 ; 
103 90 244 ; 94 236 309 ; 187 119 205 ; 131 119 25 ; 51 62 84 ; 
92 67 25 ; 57 233 365 ; 193 205 92 ; 220 234 71 ; 159 151 349 ; 
249 115 116 ; 229 104 103 ; 92 250 161 ; 212 175 160 ; 18 100 479 ; 
86 45 455 ; 63 78 199 ; 12 174 360 ; 247 29 265 ; 142 250 41 ; 
2 230 385 ; 106 57 302 ; 100 235 428 ; 20 87 88 ; 120 71 88 ; 
165 106 95 ; 243 233 41 ; 161 161 356 ; 190 26 412 ; 185 112 407 ; 
159 101 186 ; 217 83 492 ; 196 39 134 ; 27 88 23 ; 98 92 35 ; 
204 115 403 ; 181 224 152 ; 86 140 203 ; 113 69 444 ; 225 244 298 ; 
70 50 115 ; 153 114 67 ; 193 29 200 ; 25 44 380 ; 117 79 267 ; 
233 234 342 ; 201 42 58 ; 86 93 320 ; 155 49 134 ; 143 195 471 ; 
194 15 20 ; 52 250 166 ; 81 190 268 ; 125 70 197 ; 204 233 450 ; 
182 239 411 ; 224 194 28 ; 61 74 194 ; 110 40 116 ; 50 120 207 ; 
65 168 374 ; 59 31 360 ; 249 47 157 ; 63 0 46 ; 40 234 108 ; 
24 73 376 ; 218 146 403 ; 36 164 191 ; 76 12 297 ; 196 15 163 ; 
109 161 89 ; 140 246 42 ; 187 127 441 ; 187 89 134 ; 165 177 353 ; 
238 214 218 ; 128 177 70 ; 36 108 468 ; 48 101 436 ; 63 205 108 ; 
225 102 457 ; 215 65 2 ; 86 86 114 ; 175 101 209 ; 97 178 336 ; 
55 40 445 ; 232 182 151 ; 84 30 132 ; 186 170 136 ; 135 131 429 ; 
237 32 216 ; 46 42 225 ; 133 192 20 ; 234 17 406 ; 156 29 282 ; 
197 206 107 ; 123 109 406 ; 154 141 286 ; 68 210 438 ; 199 71 160 ; 
231 251 467 ; 17 145 301 ; 209 253 55 ; 226 192 320 ; 255 50 82 ; 
205 5 399 ; 59 15 284 ; 200 1 11 ; 154 71 49 ; 225 72 186 ; 
221 207 381 ; 110 68 241 ; 107 232 322 ; 43 16 388 ; 93 35 146 ; 
98 210 286 ; 113 70 251 ; 114 53 46 ; 186 191 303 ; 2 141 9 ; 
209 34 447 ; 22 159 480 ; 254 46 38 ; 14 142 289 ; 49 208 345 ; 
3 18 134 ; 73 34 117 ; 127 108 198 ; 62 127 369 ; 203 45 67 ; 
237 188 305 ; 141 40 402 ; 187 2 160 ; 73 71 338 ; 25 184 405 ; 
44 135 442 ; 78 184 54 ; 186 90 171 ; 58 111 158 ; 103 62 212 ; 
35 15 75 ; 75 178 425 ; 77 106 354 ; 148 33 389 ; 77 230 418 ; 
212 220 87 ; 140 214 387 ; 230 26 69 ; 86 220 180 ; 148 221 374 ; 
164 168 161 ; 86 97 340 ; 192 167 243 ; 225 168 56 ; 199 242 420 ; 
164 86 33 ; 122 229 29 ; 148 195 229 ; 113 91 128 ; 78 45 298 ; 
246 102 306 ; 88 194 458 ; 255 105 304 ; 168 93 61 ; 154 229 362 ; 
240 187 318 ; 214 100 222 ; 153 154 424 ; 244 182 153 ; 33 40 214 ; 
135 46 172 ; 73 217 102 ; 178 217 282 ; 15 154 66 ; 244 61 342 ; 
175 167 232 ; 20 181 325 ; 174 61 359 ; 100 90 52 ; 140 232 140 ; 
186 196 293 ; 147 151 24 ; 109 193 25 ; 7 235 39 ; 68 189 270 ; 
235 42 342 ; 160 135 438 ; 222 186 438 ; 56 134 424 ; 33 70 24 ; 
229 39 240 ; 124 143 26 ; 62 64 194 ; 41 163 399 ; 231 21 350 ; 
17 123 467 ; 152 145 66 ; 82 187 19 ; 216 147 453 ; 30 207 373 ; 
69 151 142 ; 212 26 136 ; 20 48 308 ; 183 179 442 ; 204 61 456 ; 
71 12 339 ; 217 199 380 ; 148 34 200 ; 40 91 362 ; 247 204 418 ; 
143 95 8 ; 169 215 277 ; 217 203 249 ; 140 254 449 ; 201 90 268 ; 
214 157 124 ; 157 241 211 ; 191 221 468 ; 26 27 333 ; 230 49 229 ; 
69 101 236 ; 28 222 243 ; 232 43 276 ; 230 140 29 ; 64 164 253 ; 
221 136 299 ; 206 179 485 ; 171 184 378 ; 198 81 349 ; 247 18 351 ; 
92 202 109 ; 58 18 267 ; 101 2 459 ; 241 204 347 ; 149 33 225 ; 
29 64 197 ; 208 53 454 ; 136 199 228 ; 217 24 219 ; 235 131 289 ; 
182 213 60 ; 200 108 40 ; 202 31 6 ; 150 187 411 ; 184 60 204 ; 
248 254 357 ; 46 156 290 ; 245 9 271 ; 14 32 63 ; 145 254 1 ; 
102 210 16 ; 210 3 198 ; 242 109 438 ; 173 61 217 ; 233 253 359 ; 
231 83 323 ; 132 197 260 ; 141 8 450 ; 173 212 327 ; 171 121 241 ; 
126 9 43 ; 129 80 45 ; 238 94 164 ; 43 55 414 ; 41 167 291 ; 
124 206 372 ; 65 238 208 ; 74 60 104 ; 30 128 289 ; 151 209 482 ; 
160 180 30 ; 240 254 140 ; 79 26 353 ; 134 40 175 ; 45 227 223 ; 
252 135 348 ; 234 19 112 ; 39 35 305 ; 167 192 51 ; 120 11 61 ; 
45 1 188 ; 43 117 301 ; 69 106 449 ; 109 77 72 ; 80 92 387 ; 
215 148 456 ; 235 72 456 ; 14 62 443 ; 207 125 422 ; 218 219 369 ; 
219 207 377 ; 80 100 194 ; 186 234 161 ; 7 190 146 ; 100 25 415 ; 
248 162 407 ; 65 38 199 ; 127 149 146 ; 252 43 204 ; 215 104 15 ; 
167 30 209 ; 11 0 20 ; 245 14 88 ; 180 96 414 ; 205 32 378 ; 
111 47 202 ; 150 22 234 ; 43 232 439 ; 87 201 474 ; 191 120 243 ; 
221 2 158 ; 222 102 57 ; 236 27 297 ; 76 137 122 ; 108 255 310 ; 
156 217 248 ; 178 172 243 ; 155 191 105 ; 100 82 277 ; 220 225 180 ; 
222 71 183 ; 69 85 369 ; 96 110 431 ; 233 124 31 ; 233 63 315 ; 
194 207 52 ; 110 206 0 ; 46 100 358 ; 128 37 273 ; 97 61 153 ; 
168 20 310 ; 253 201 156 ; 107 92 213 ; 232 219 69 ; 39 167 491 ; 
246 223 356 ; 196 179 218 ; 40 57 109 ; 77 91 23 ; 138 224 83 ; 
159 66 384 ; 104 131 84 ; 197 8 242 ; 160 238 357 ; 71 189 201 ; 
38 117 84 ; 217 239 106 ; 19 216 11 ; 110 239 255 ; 78 134 469 ; 
145 126 127 ; 20 31 470 ; 28 189 15 ; 10 198 44 ; 199 184 88 ; 
60 208 316 ; 44 223 130 ; 4 178 180 ; 244 173 379 ; 122 246 1 ; 
249 202 347 ; 24 60 284 ; 213 23 116 ; 155 183 261 ; 83 248 139 ; 
36 128 391 ; 3 46 427 ; 181 182 115 ; 98 81 416 ; 89 90 0 ; 
35 178 6 ; 95 154 263 ; 119 151 59 ; 46 176 136 ; 38 211 204 ; 
166 190 111 ; 213 230 147 ; 139 57 66 ; 221 145 231 ; 55 221 398 ; 
233 164 239 ; 132 99 30 ; 27 59 93 ; 203 231 444 ; 158 47 127 ; 
93 203 81 ; 67 138 476 ; 124 77 293 ; 14 196 212 ; 235 158 113 ; 
143 209 497 ; 243 39 414 ; 46 221 150 ; 21 9 321 ; 69 100 40 ; 
16 230 447 ; 154 14 284 ; 231 11 331 ; 172 147 203 ; 74 249 317 ; 
28 150 377 ; 67 28 388 ; 32 39 263 ; 42 76 117 ; 142 61 235 ; 
116 204 172 ; 130 184 392 ; 141 231 42 ; 33 146 338 ; 26 76 362 ; 
176 241 364 ; 204 37 84 ; 243 77 404 ; 64 162 268 ; 125 13 122 ; 
73 189 241 ; 1 125 409 ; 232 216 104 ; 122 26 469 ; 198 8 218 ; 
183 64 464 ; 221 149 408 ; 42 45 113 ; 204 229 284 ; 218 200 40 ; 
