291 181 455 ; 877 134 389 ; 651 61 150 ; 817 935 287 ; 873 959 190 ; 
367 576 86 ; 128 298 451 ; 759 509 264 ; 67 803 8 ; 762 971 421 ; 
40 804 49 ; 334 269 83 ; 568 816 351 ; 17 584 417 ; 622 179 27 ; 
174 1 335 ; 472 788 154 ; 981 148 451 ; 760 444 66 ; 707 381 165 ; 
487 486 191 ; 756 18 112 ; 549 341 18 ; 109 850 254 ; 288 109 276 ; 
289 741 78 ; 53 715 160 ; 201 818 8 ; 645 657 429 ; 2 562 129 ; 
488 206 8 ; 506 914 147 ; 848 932 348 ; 674 494 57 ; 784 74 162 ; 
501 276 250 ; 192 652 55 ; 1011 476 380 ; 644 257 341 ; 182 798 446 ; 
388 1022 320 ; 278 710 308 ; 186 130 199 ; 681 99 343 ; 755 177 9 ; 
8 543 373 ; 660 174 122 ; 113 882 263 ; 370 767 98 ; 145 273 194 ; 
143 805 216 ; 853 801 5 ; 983 280 227 ; 58 607 50 ; 235 585 79 ; 
778 322 90 ; 952 561 14 ; 810 992 11 ; 553 386 440 ; 826 424 230 ; 
607 644 11 ; 385 229 495 ; 665 93 476 ; 249 143 304 ; 834 874 238 ; 
132 312 294 ; 693 783 368 ; 661 890 369 ; 23 86 175 ; 447 676 129 ; 
68 388 379 ; 297 243 247 ; 390 951 40 ; 533 595 161 ; 383 298 102 ; 
696 236 428 ; 455 952 309 ; 321 573 422 ; 407 1005 32 ; 59 966 235 ; 
447 729 431 ; 690 76 131 ; 618 832 44 ; 189 206 251 ; 487 852 300 ; 
723 285 272 ; 652 874 108 ; 201 108 27 ; 182 4 40 ; 124 948 87 ; 
854 291 102 ; 930 726 450 ; 739 434 272 ; 945 533 250 ; 773 142 336 ; 
34 134 119 ; 908 822 99 ; 1017 941 143 ; 1021 357 120 ; 945 180 59 ; 
212 62 87 ; 938 392 289 ; 349 389 60 ; 882 1003 495 ; 0 783 404 ; 
134 27 241 ; 956 1018 288 ; 873 613 352 ; 206 409 357 ; 386 388 39 ; 
449 492 280 ; 841 425 365 ; 206 265 423 ; 186 844 352 ; 969 320 255 ; 
996 570 431 ; 990 854 6 ; 579 1022 438 ; 989 160 108 ; 353 319 350 ; 
845 399 309 ; 247 692 86 ; 512 900 131 ; 333 432 422 ; 653 847 4 ; 
199 239 417 ; 29 789 282 ; 28 247 196 ; 188 579 8 ; 507 94 337 ; 
906 1019 390 ; 575 345 312 ; 451 512 335 ; 883 886 427 ; 707 422 380 ; 
946 928 302 ; 711 382 433 ; 958 826 415 ; 514 826 247 ; 608 791 491 ; 
603 86 186 ; 948 226 316 ; 436 613 247 ; 299 488 106 ; 721 697 394 ; 
625 535 217 ; 1007 572 211 ; 810 639 30 ; 612 734 316 ; 380 1017 178 ; 
466 783 318 ; 692 432 45 ; 281 655 297 ; 769 306 58 ; 442 840 101 ; 
977 33 430 ; 526 172 464 ; 141 1022 335 ; 876 782 93 ; 869 33 246 ; 
629 915 130 ; 37 353 340 ; 692 738 336 ; 998 536 157 ; 814 633 230 ; 
847 428 437 ; 1019 848 430 ; 1017 227 144 ; 776 417 494 ; 809 195 78 ; 
700 353 35 ; 29 977 108 ; 768 245 113 ; 280 818 298 ; 914 112 120 ; 
318 873 327 ; 142 564 282 ; 369 780 402 ; 786 114 11 ; 981 324 131 ; 
310 380 292 ; 263 40 461 ; 508 762 182 ; 302 128 310 ; 415 492 51 ; 
264 647 357 ; 828 626 159 ; 585 600 125 ; 699 567 386 ; 0 287 93 ; 
380 815 286 ; 420 1020 301 ; 158 231 272 ; 286 209 241 ; 779 468 11 ; 
402 617 18 ; 4 60 347 ; 604 669 427 ; 148 624 404 ; 435 341 124 ; 
226 15 312 ; 223 0 208 ; 454 249 68 ; 663 1006 63 ; 108 17 285 ; 
725 468 60 ; 786 159 215 ; 431 678 235 ; 31 759 172 ; 372 515 240 ; 
388 271 219 ; 388 407 105 ; 637 963 8 ; 619 654 462 ; 637 632 130 ; 
81 364 210 ; 240 499 263 ; 918 639 97 ; 653 359 41 ; 144 227 480 ; 
415 530 361 ; 822 35 469 ; 762 788 105 ; 392 970 247 ; 0 792 282 ; 
365 722 75 ; 864 354 496 ; 479 771 392 ; 838 596 43 ; 41 453 0 ; 
571 682 241 ; 607 275 76 ; 371 256 67 ; 317 875 429 ; 86 66 429 ; 
808 917 2 ; 138 826 207 ; 910 974 463 ; 482 1017 303 ; 935 690 453 ; 
593 507 451 ; 868 739 70 ; 101 770 65 ; 976 539 296 ; 18 701 78 ; 
936 863 188 ; 738 366 188 ; 688 733 343 ; 682 556 101 ; 348 194 355 ; 
855 897 235 ; 570 123 156 ; 317 981 385 ; 856 161 230 ; 533 683 290 ; 
372 267 497 ; 738 660 129 ; 448 167 183 ; 1004 584 403 ; 174 459 333 ; 
47 246 325 ; 171 627 324 ; 128 852 55 ; 289 154 288 ; 973 432 452 ; 
216 729 126 ; 876 938 14 ; 19 861 325 ; 603 449 21 ; 39 718 257 ; 
285 312 340 ; 912 760 219 ; 740 755 318 ; 894 43 54 ; 303 188 372 ; 
8 866 201 ; 947 892 433 ; 784 633 406 ; 209 822 313 ; 928 992 461 ; 
216 312 352 ; 976 703 425 ; 708 242 338 ; 751 932 326 ; 939 888 269 ; 
781 793 160 ; 650 915 348 ; 259 889 111 ; 58 882 484 ; 26 455 221 ; 
338 67 157 ; 17 989 469 ; 259 775 482 ; 168 277 250 ; 32 674 265 ; 
826 350 129 ; 717 35 170 ; 582 666 256 ; 440 34 212 ; 896 636 206 ; 
963 117 52 ; 928 839 238 ; 679 489 335 ; 957 847 15 ; 607 932 331 ; 
958 933 155 ; 993 692 393 ; 635 76 126 ; 670 744 260 ; 282 446 313 ; 
399 174 41 ; 214 240 352 ; 703 324 321 ; 526 667 284 ; 435 154 125 ; 
344 697 409 ; 12 19 499 ; 89 57 96 ; 833 678 107 ; 256 715 221 ; 
430 624 363 ; 671 472 339 ; 995 225 321 ; 638 658 441 ; 792 1023 299 ; 
465 972 310 ; 484 855 307 ; 542 707 459 ; 196 171 376 ; 911 304 418 ; 
511 720 494 ; 983 511 8 ; 185 516 347 ; 843 201 50 ; 842 413 132 ; 
791 35 276 ; 622 2 490 ; 306 1006 314 ; 477 50 80 ; 781 952 344 ; 
477 62 475 ; 988 627 310 ; 481 838 258 ; 682 1021 435 ; 71 817 182 ; 
107 382 420 ; 109 412 263 ; 91 926 62 ; 142 959 60 ; 70 163 217 ; 
133 279 106 ; 760 905 92 ; 574 467 364 ; 571 214 393 ; 365 804 472 ; 
747 189 399 ; 135 364 486 ; 37 138 392 ; 996 218 75 ; 136 775 413 ; 
415 66 176 ; 296 858 209 ; 764 590 21 ; 978 804 311 ; 759 676 279 ; 
948 619 56 ; 288 670 271 ; 427 830 266 ; 645 57 355 ; 397 451 472 ; 
463 915 460 ; 297 488 147 ; 887 821 343 ; 667 704 11 ; 319 135 234 ; 
939 955 397 ; 585 474 69 ; 391 128 217 ; 448 844 52 ; 899 508 486 ; 
790 308 235 ; 254 523 110 ; 51 10 351 ; 756 262 26 ; 891 468 178 ; 
823 409 129 ; 273 274 280 ; 402 427 469 ; 222 1008 88 ; 730 186 361 ; 
14 785 52 ; 537 823 191 ; 547 134 485 ; 809 332 457 ; 253 174 473 ; 
662 336 256 ; 936 412 419 ; 340 50 381 ; 324 78 111 ; 510 555 113 ; 
271 908 63 ; 70 3 69 ; 204 376 278 ; 536 801 237 ; 711 958 107 ; 
23 983 472 ; 435 806 231 ; 485 903 303 ; 564 378 259 ; 95 75 447 ; 
1003 502 409 ; 1006 943 28 ; 359 897 118 ; 136 375 30 ; 71 662 291 ; 
30 178 430 ; 836 357 77 ; 716 449 12 ; 70 880 410 ; 146 612 358 ; 
648 853 217 ; 568 342 41 ; 441 924 371 ; 816 687 342 ; 454 986 115 ; 
633 972 162 ; 990 981 240 ; 415 401 120 ; 272 307 332 ; 884 777 191 ; 
713 319 309 ; 31 864 249 ; 956 367 433 ; 619 230 287 ; 581 229 399 ; 
529 299 230 ; 486 399 47 ; 887 311 137 ; 171 940 157 ; 948 615 161 ; 
243 436 153 ; 83 905 190 ; 451 919 358 ; 681 350 422 ; 910 597 413 ; 
185 275 326 ; 584 586 239 ; 895 864 229 ; 811 533 12 ; 402 474 147 ; 
838 275 196 ; 720 789 23 ; 615 311 23 ; 965 789 214 ; 538 862 495 ; 
814 492 277 ; 376 651 426 ; 216 272 34 ; 749 781 369 ; 199 436 117 ; 
474 16 467 ; 240 864 286 ; 551 771 118 ; 317 105 101 ; 155 120 22 ; 
648 21 132 ; 275 107 310 ; 548 777 307 ; 305 294 259 ; 741 623 325 ; 
758 331 368 ; 598 877 191 ; 345 95 335 ; 450 952 10 ; 570 726 139 ; 
591 14 487 ; 698 117 379 ; 451 596 406 ; 745 267 150 ; 345 688 475 ; 
676 285 177 ; 529 356 155 ; 624 667 81 ; 552 505 330 ; 254 661 116 ; 
268 972 138 ; 385 907 321 ; 981 93 91 ; 225 852 38 ; 913 891 179 ; 
174 648 280 ; 530 139 364 ; 173 228 217 ; 679 662 105 ; 316 522 333 ; 
264 952 275 ; 147 949 360 ; 240 620 453 ; 68 742 11 ; 960 586 144 ; 
584 774 177 ; 724 615 332 ; 952 984 298 ; 591 954 116 ; 89 451 295 ; 
18 203 475 ; 967 223 495 ; 564 628 86 ; 282 991 154 ; 868 555 55 ; 
619 9 411 ; 210 661 103 ; 170 819 83 ; 100 127 488 ; 552 114 443 ; 
755 417 268 ; 978 984 250 ; 582 674 414 ; 550 605 202 ; 81 604 448 ; 
90 539 389 ; 751 34 452 ; 547 254 354 ; 674 402 312 ; 789 117 489 ; 
182 945 13 ; 143 768 364 ; 817 534 402 ; 398 864 80 ; 1002 452 114 ; 
517 909 296 ; 552 961 302 ; 806 199 466 ; 184 632 289 ; 301 141 387 ; 
222 202 204 ; 990 1018 271 ; 500 764 230 ; 340 68 19 ; 793 947 146 ; 
678 883 16 ; 616 909 394 ; 815 663 382 ; 423 964 64 ; 564 916 132 ; 
766 632 177 ; 760 531 467 ; 500 573 458 ; 569 409 62 ; 492 643 483 ; 
351 855 20 ; 236 561 414 ; 900 819 118 ; 840 859 134 ; 732 59 125 ; 
341 584 286 ; 872 308 276 ; 422 1022 313 ; 831 188 149 ; 450 719 366 ; 
281 1019 430 ; 843 974 285 ; 638 520 86 ; 474 882 150 ; 533 644 266 ; 
94 970 323 ; 402 14 228 ; 400 843 400 ; 588 125 422 ; 284 999 165 ; 
279 318 127 ; 229 1011 325 ; 750 917 4 ; 608 699 398 ; 228 298 424 ; 
174 629 10 ; 189 277 36 ; 8 797 470 ; 133 716 270 ; 109 441 498 ; 
427 617 490 ; 414 50 266 ; 308 326 91 ; 1007 216 437 ; 281 581 438 ; 
910 455 218 ; 163 423 269 ; 961 793 366 ; 653 539 322 ; 70 873 140 ; 
687 468 389 ; 737 342 148 ; 39 445 54 ; 256 275 398 ; 837 713 330 ; 
268 355 115 ; 691 172 430 ; 460 178 1 ; 999 193 230 ; 848 341 391 ; 
292 598 2 ; 634 258 189 ; 56 332 131 ; 331 715 182 ; 20 57 242 ; 
375 704 235 ; 548 214 375 ; 726 912 198 ; 919 522 174 ; 236 786 277 ; 
834 96 154 ; 68 93 146 ; 401 828 373 ; 92 579 73 ; 149 585 388 ; 
853 405 256 ; 44 492 43 ; 956 247 75 ; 454 461 14 ; 216 651 385 ; 
312 665 478 ; 406 971 384 ; 210 888 401 ; 789 861 82 ; 351 141 30 ; 
756 465 223 ; 224 141 128 ; 471 364 28 ; 933 290 424 ; 560 112 399 ; 
201 170 343 ; 148 38 464 ; 13 999 302 ; 874 313 488 ; 1016 743 206 ; 
457 298 49 ; 598 707 253 ; 963 135 249 ; 229 520 33 ; 341 335 482 ; 
511 366 226 ; 550 710 67 ; 525 436 3 ; 839 373 56 ; 558 75 355 ; 
857 128 83 ; 540 937 200 ; 675 946 251 ; 171 403 162 ; 506 793 447 ; 
873 719 493 ; 559 846 128 ; 996 98 238 ; 345 386 76 ; 420 525 75 ; 
548 656 61 ; 461 221 462 ; 383 384 258 ; 787 486 330 ; 556 817 249 ; 
252 466 120 ; 74 627 285 ; 172 313 60 ; 559 525 248 ; 60 552 189 ; 
717 114 89 ; 938 532 349 ; 298 467 222 ; 784 53 458 ; 577 834 441 ; 
20 74 153 ; 647 187 173 ; 960 860 68 ; 462 480 192 ; 1014 446 103 ; 
104 831 8 ; 637 741 489 ; 80 87 451 ; 133 841 293 ; 967 334 381 ; 
18 384 14 ; 205 685 482 ; 41 37 265 ; 522 586 454 ; 968 669 476 ; 
775 813 406 ; 492 650 455 ; 580 401 140 ; 397 450 220 ; 732 259 377 ; 
92 646 8 ; 777 28 438 ; 815 58 100 ; 377 24 405 ; 22 452 103 ; 
836 870 235 ; 462 369 243 ; 864 505 327 ; 290 721 211 ; 550 46 353 ; 
172 339 193 ; 200 649 385 ; 258 141 306 ; 282 699 25 ; 734 754 234 ; 
581 754 241 ; 950 505 53 ; 432 748 11 ; 129 548 67 ; 176 745 366 ; 
515 650 288 ; 140 647 52 ; 282 397 436 ; 981 963 263 ; 711 881 133 ; 
441 822 228 ; 946 575 101 ; 671 791 411 ; 195 846 299 ; 940 168 189 ; 
566 40 253 ; 189 84 56 ; 586 329 184 ; 525 832 90 ; 383 593 327 ; 
181 65 203 ; 757 118 248 ; 524 98 263 ; 346 509 74 ; 515 26 245 ; 
555 743 129 ; 640 951 419 ; 969 276 352 ; 777 906 382 ; 346 470 240 ; 
412 745 159 ; 530 437 232 ; 628 52 13 ; 114 338 217 ; 140 819 60 ; 
884 192 111 ; 811 131 306 ; 63 259 50 ; 970 974 279 ; 416 166 108 ; 
137 765 171 ; 574 521 343 ; 627 11 429 ; 965 24 194 ; 761 384 84 ; 
953 235 492 ; 61 642 24 ; 320 664 236 ; 270 632 311 ; 436 352 193 ; 
177 419 61 ; 699 898 118 ; 710 884 113 ; 734 474 160 ; 95 178 37 ; 
330 22 138 ; 972 751 444 ; 613 243 77 ; 221 822 185 ; 573 324 356 ; 
993 241 328 ; 867 296 114 ; 727 925 93 ; 177 133 483 ; 355 306 1 ; 
378 217 60 ; 105 57 419 ; 348 982 87 ; 146 179 264 ; 470 671 433 ; 
712 576 351 ; 1008 658 392 ; 909 415 47 ; 18 882 451 ; 324 35 444 ; 
541 308 168 ; 598 911 262 ; 556 438 455 ; 736 579 131 ; 383 940 101 ; 
959 851 412 ; 593 731 328 ; 1008 455 264 ; 866 906 389 ; 902 510 11 ; 
186 470 19 ; 73 808 53 ; 511 227 259 ; 66 1018 12 ; 1007 932 200 ; 
834 292 179 ; 542 364 131 ; 997 420 316 ; 879 361 33 ; 365 320 263 ; 
836 603 9 ; 620 404 331 ; 848 804 204 ; 842 736 12 ; 750 380 222 ; 
18 407 417 ; 382 370 4 ; 802 927 318 ; 139 444 463 ; 459 827 38 ; 
39 65 487 ; 443 512 183 ; 223 9 240 ; 959 17 112 ; 315 91 430 ; 
723 149 297 ; 69 17 327 ; 996 427 350 ; 416 810 480 ; 220 24 108 ; 
285 627 95 ; 797 19 110 ; 806 31 114 ; 823 891 309 ; 915 545 413 ; 
40 950 476 ; 57 350 31 ; 484 132 357 ; 270 716 473 ; 294 416 266 ; 
921 576 498 ; 940 774 179 ; 971 392 140 ; 838 234 439 ; 360 11 438 ; 
286 103 9 ; 636 919 273 ; 768 780 234 ; 461 613 210 ; 877 863 164 ; 
429 309 338 ; 180 40 220 ; 572 569 344 ; 806 880 452 ; 817 990 154 ; 
921 992 86 ; 816 9 193 ; 572 108 153 ; 161 690 170 ; 1 519 75 ; 
310 641 476 ; 351 661 322 ; 920 598 370 ; 776 482 438 ; 742 180 485 ; 
710 239 478 ; 720 584 191 ; 828 541 211 ; 494 243 395 ; 1013 406 217 ; 
631 423 294 ; 268 869 476 ; 866 471 443 ; 324 645 187 ; 505 602 147 ; 
744 353 262 ; 304 0 244 ; 845 464 368 ; 65 475 368 ; 471 648 307 ; 
894 822 200 ; 739 283 387 ; 186 94 88 ; 832 826 202 ; 410 285 479 ; 
763 487 424 ; 764 376 476 ; 204 984 328 ; 679 373 133 ; 304 256 62 ; 
102 128 42 ; 385 632 252 ; 480 380 164 ; 282 994 498 ; 567 909 194 ; 
31 305 89 ; 407 445 160 ; 367 889 100 ; 740 131 324 ; 996 461 228 ; 
101 239 28 ; 733 912 370 ; 89 276 84 ; 59 850 464 ; 969 209 346 ; 
250 1002 81 ; 696 510 432 ; 561 783 143 ; 692 235 435 ; 130 367 175 ; 
369 803 228 ; 257 318 89 ; 533 218 350 ; 360 598 247 ; 569 236 186 ; 
547 441 295 ; 33 678 202 ; 816 297 234 ; 28 284 219 ; 395 1012 144 ; 
175 688 218 ; 493 465 335 ; 711 975 101 ; 285 550 30 ; 521 184 122 ; 
962 788 423 ; 616 618 22 ; 914 120 284 ; 174 183 104 ; 162 939 160 ; 
850 801 384 ; 291 9 451 ; 242 498 84 ; 792 496 219 ; 977 855 320 ; 
741 758 85 ; 335 185 243 ; 455 669 80 ; 638 945 238 ; 554 226 4 ; 
331 926 203 ; 340 777 413 ; 838 97 429 ; 311 128 395 ; 142 444 116 ; 
900 257 73 ; 61 8 266 ; 730 376 397 ; 652 634 52 ; 878 43 450 ; 
780 638 88 ; 533 35 184 ; 630 748 424 ; 758 680 411 ; 178 380 174 ; 
435 33 188 ; 443 427 228 ; 820 132 466 ; 430 292 36 ; 473 66 396 ; 
87 395 206 ; 123 31 202 ; 871 7 335 ; 527 822 41 ; 907 924 39 ; 
940 144 353 ; 343 265 216 ; 475 447 76 ; 767 335 160 ; 834 876 58 ; 
205 246 128 ; 236 397 219 ; 243 56 450 ; 42 346 398 ; 966 369 161 ; 
87 571 5 ; 352 183 205 ; 799 239 29 ; 110 91 372 ; 986 374 288 ; 
209 106 226 ; 606 949 127 ; 662 892 27 ; 1008 682 350 ; 354 999 360 ; 
925 176 231 ; 84 294 354 ; 324 755 106 ; 415 667 305 ; 789 323 339 ; 
895 813 458 ; 821 484 15 ; 689 391 269 ; 347 542 203 ; 322 734 212 ; 
499 869 334 ; 793 67 275 ; 524 641 103 ; 167 990 43 ; 491 426 107 ; 
280 848 352 ; 765 455 260 ; 132 668 197 ; 674 519 466 ; 385 355 317 ; 
230 545 411 ; 298 636 106 ; 939 812 107 ; 906 287 295 ; 308 178 247 ; 
132 859 46 ; 587 387 270 ; 231 736 47 ; 750 750 256 ; 82 87 394 ; 
627 770 175 ; 240 929 330 ; 28 856 212 ; 315 284 131 ; 494 903 41 ; 
329 989 133 ; 716 331 365 ; 428 439 456 ; 154 679 323 ; 241 569 374 ; 
1011 845 468 ; 916 327 143 ; 749 107 323 ; 9 826 315 ; 912 404 311 ; 
877 289 417 ; 184 307 190 ; 623 911 186 ; 278 723 454 ; 848 261 164 ; 
669 905 133 ; 996 128 124 ; 79 616 393 ; 905 107 250 ; 285 938 491 ; 
575 215 363 ; 882 845 412 ; 769 143 260 ; 468 893 308 ; 729 773 162 ; 
610 894 366 ; 739 1003 447 ; 331 1004 87 ; 438 730 146 ; 353 465 460 ; 
568 88 69 ; 390 588 108 ; 533 248 294 ; 403 532 436 ; 152 71 356 ; 
23 457 430 ; 2 489 328 ; 1006 492 343 ; 712 575 150 ; 153 539 417 ; 
241 788 454 ; 829 589 30 ; 53 247 188 ; 586 675 114 ; 657 548 261 ; 
90 126 145 ; 579 314 252 ; 48 218 206 ; 623 452 252 ; 138 101 140 ; 
926 103 361 ; 491 674 130 ; 739 610 7 ; 390 56 457 ; 938 929 139 ; 
40 931 364 ; 355 955 54 ; 573 982 454 ; 1 990 2 ; 103 687 49 ; 
206 536 203 ; 880 627 385 ; 467 522 205 ; 523 471 308 ; 429 1006 278 ; 
336 150 325 ; 267 409 229 ; 225 223 172 ; 192 85 145 ; 879 570 355 ; 
391 169 14 ; 1018 694 428 ; 517 687 333 ; 988 395 416 ; 971 494 439 ; 
97 507 368 ; 506 560 496 ; 729 969 428 ; 814 926 369 ; 360 885 129 ; 
529 947 144 ; 200 192 480 ; 887 317 118 ; 259 909 363 ; 753 1000 228 ; 
236 497 147 ; 796 329 40 ; 741 429 111 ; 644 755 312 ; 505 248 499 ; 
429 621 219 ; 621 361 29 ; 938 95 313 ; 823 347 128 ; 799 563 283 ; 
272 726 408 ; 602 986 328 ; 7 729 273 ; 762 178 470 ; 1011 441 362 ; 
608 40 8 ; 969 169 421 ; 40 498 30 ; 387 691 20 ; 950 118 307 ; 
652 299 182 ; 615 715 15 ; 320 904 301 ; 498 811 320 ; 939 337 443 ; 
980 369 298 ; 125 830 234 ; 624 888 231 ; 291 860 259 ; 409 631 331 ; 
708 178 377 ; 400 1021 46 ; 280 418 25 ; 67 846 481 ; 405 1013 24 ; 
774 143 3 ; 581 905 139 ; 445 588 165 ; 282 312 41 ; 913 423 452 ; 
67 460 329 ; 64 126 434 ; 482 407 94 ; 305 1009 434 ; 294 61 74 ; 
438 52 79 ; 319 0 457 ; 908 73 278 ; 196 770 276 ; 619 734 470 ; 
55 83 463 ; 182 141 495 ; 589 599 227 ; 574 314 166 ; 635 96 279 ; 
688 283 9 ; 688 220 211 ; 761 739 119 ; 507 679 315 ; 217 901 59 ; 
300 1012 34 ; 442 167 117 ; 17 411 207 ; 331 113 181 ; 427 120 19 ; 
710 421 247 ; 931 137 367 ; 646 172 371 ; 301 91 424 ; 178 206 419 ; 
166 940 308 ; 334 705 420 ; 745 653 190 ; 858 166 416 ; 978 253 31 ; 
375 976 259 ; 512 339 381 ; 684 390 4 ; 775 178 258 ; 981 473 123 ; 
897 985 217 ; 579 774 208 ; 208 1004 238 ; 374 228 239 ; 627 808 377 ; 
580 791 283 ; 919 460 114 ; 286 37 287 ; 464 259 271 ; 938 783 383 ; 
899 460 32 ; 649 304 402 ; 630 482 461 ; 858 381 121 ; 642 114 211 ; 
409 825 102 ; 870 888 394 ; 907 439 306 ; 142 674 60 ; 925 661 80 ; 
362 606 138 ; 666 424 42 ; 125 821 63 ; 506 402 41 ; 621 357 96 ; 
422 939 258 ; 286 54 140 ; 725 88 270 ; 376 408 153 ; 13 168 251 ; 
619 867 189 ; 19 417 35 ; 840 616 349 ; 218 422 18 ; 575 62 337 ; 
491 344 330 ; 545 12 484 ; 633 550 211 ; 17 971 352 ; 185 511 476 ; 
28 976 22 ; 445 779 317 ; 38 224 469 ; 460 819 289 ; 522 896 48 ; 
866 570 455 ; 879 666 466 ; 405 25 475 ; 353 110 140 ; 864 570 373 ; 
816 20 255 ; 571 90 275 ; 795 179 477 ; 590 84 423 ; 462 208 7 ; 
8 908 177 ; 675 50 191 ; 700 762 42 ; 810 58 148 ; 357 396 365 ; 
377 919 93 ; 467 446 21 ; 646 419 388 ; 731 430 191 ; 939 901 154 ; 
823 870 112 ; 874 682 249 ; 612 348 48 ; 670 420 424 ; 42 845 379 ; 
961 86 240 ; 384 143 381 ; 803 771 473 ; 210 147 483 ; 87 113 54 ; 
958 541 234 ; 616 978 329 ; 964 42 455 ; 361 831 439 ; 182 382 274 ; 
269 290 184 ; 412 575 278 ; 160 304 330 ; 307 680 169 ; 420 762 367 ; 
961 760 487 ; 916 558 353 ; 958 205 9 ; 765 465 349 ; 123 371 374 ; 
413 319 449 ; 989 205 166 ; 269 475 250 ; 949 525 386 ; 688 784 469 ; 
424 107 153 ; 982 388 51 ; 164 261 115 ; 629 75 41 ; 1000 249 107 ; 
295 606 338 ; 501 208 180 ; 976 223 13 ; 477 397 310 ; 238 879 56 ; 
345 756 156 ; 734 571 196 ; 995 278 155 ; 46 944 487 ; 296 327 336 ; 
902 857 272 ; 87 777 331 ; 310 662 496 ; 707 817 245 ; 562 897 450 ; 
295 641 128 ; 866 809 470 ; 121 936 328 ; 41 203 211 ; 368 99 118 ; 
201 995 478 ; 979 139 388 ; 617 807 367 ; 410 404 17 ; 283 479 373 ; 
924 791 107 ; 710 425 22 ; 622 793 373 ; 826 109 422 ; 925 495 415 ; 
897 153 107 ; 12 713 188 ; 819 337 191 ; 200 270 129 ; 679 911 311 ; 
446 67 499 ; 872 541 347 ; 641 858 201 ; 750 272 68 ; 221 751 138 ; 
374 574 43 ; 64 599 260 ; 401 578 120 ; 671 151 472 ; 559 135 412 ; 
626 402 391 ; 143 569 389 ; 1002 423 81 ; 250 899 91 ; 1002 153 185 ; 
552 332 131 ; 127 385 257 ; 706 449 305 ; 857 309 142 ; 992 369 138 ; 
370 84 165 ; 940 246 331 ; 339 255 158 ; 214 906 224 ; 367 260 99 ; 
699 859 401 ; 60 808 237 ; 510 822 149 ; 819 212 475 ; 165 274 344 ; 
249 895 273 ; 495 94 111 ; 751 461 355 ; 633 805 58 ; 893 376 288 ; 
728 949 35 ; 513 27 343 ; 311 256 471 ; 523 167 393 ; 798 935 81 ; 
669 648 298 ; 764 732 287 ; 201 731 439 ; 1006 46 334 ; 359 598 267 ; 
284 494 425 ; 311 65 85 ; 567 720 210 ; 734 862 253 ; 646 799 61 ; 
270 901 271 ; 1002 228 400 ; 710 51 280 ; 756 625 421 ; 330 809 400 ; 
824 862 463 ; 889 619 215 ; 586 890 43 ; 424 447 150 ; 199 528 457 ; 
76 383 363 ; 304 908 493 ; 356 148 108 ; 981 614 62 ; 766 38 118 ; 
604 845 212 ; 200 912 233 ; 66 267 22 ; 513 190 404 ; 18 847 272 ; 
401 102 59 ; 285 651 415 ; 434 155 276 ; 24 369 432 ; 62 315 421 ; 
907 592 308 ; 795 669 72 ; 39 611 448 ; 229 116 498 ; 52 44 476 ; 
154 172 294 ; 805 375 223 ; 961 883 165 ; 306 723 103 ; 622 521 459 ; 
190 61 133 ; 859 205 440 ; 446 550 243 ; 562 960 290 ; 607 860 231 ; 
779 778 23 ; 130 74 233 ; 1014 679 355 ; 713 694 496 ; 210 733 70 ; 
271 834 196 ; 477 818 290 ; 3 573 85 ; 963 368 104 ; 800 391 454 ; 
554 467 57 ; 628 696 324 ; 283 707 171 ; 977 655 225 ; 686 910 270 ; 
496 762 25 ; 290 805 352 ; 864 682 325 ; 208 1006 392 ; 599 869 256 ; 
42 314 392 ; 739 539 94 ; 422 894 439 ; 54 215 442 ; 964 249 60 ; 
702 494 250 ; 483 1011 147 ; 142 980 41 ; 124 953 177 ; 993 865 345 ; 
284 553 277 ; 823 795 199 ; 693 642 494 ; 908 773 221 ; 133 857 227 ; 
628 603 435 ; 615 846 189 ; 571 356 485 ; 500 729 407 ; 341 287 59 ; 
894 444 249 ; 666 643 33 ; 284 558 236 ; 33 895 85 ; 890 262 453 ; 
470 593 110 ; 292 602 286 ; 648 71 333 ; 354 706 429 ; 641 442 465 ; 
61 147 403 ; 704 136 429 ; 238 948 195 ; 109 405 288 ; 371 770 1 ; 
964 244 248 ; 543 347 426 ; 614 40 386 ; 297 305 171 ; 739 47 457 ; 
886 130 90 ; 1022 83 199 ; 946 703 483 ; 327 583 438 ; 73 496 487 ; 
317 276 211 ; 664 526 191 ; 705 45 470 ; 1010 212 33 ; 33 733 138 ; 
163 871 493 ; 247 46 199 ; 950 949 437 ; 509 43 499 ; 1005 271 118 ; 
258 870 395 ; 784 385 496 ; 829 444 357 ; 17 93 14 ; 750 39 192 ; 
597 724 414 ; 643 247 377 ; 569 792 68 ; 612 235 478 ; 883 5 451 ; 
729 872 285 ; 91 8 79 ; 535 833 463 ; 628 315 473 ; 667 808 334 ; 
367 310 153 ; 614 999 222 ; 382 912 242 ; 617 750 47 ; 622 74 427 ; 
470 403 223 ; 478 990 144 ; 288 313 235 ; 603 466 318 ; 387 637 74 ; 
697 534 345 ; 673 4 124 ; 561 118 110 ; 287 801 240 ; 361 49 217 ; 
764 180 159 ; 730 16 109 ; 20 968 120 ; 486 406 48 ; 99 473 259 ; 
